dataset,model,strategy,target_feature,repeat,model_total_parameters,model_trainable_parameters,model_non_trainable_parameters,timing_total_training_time_ms,timing_avg_epoch_time_ms,timing_avg_batch_time_ms,timing_inference_time_ms,memory_peak_gpu_memory_mb,memory_avg_gpu_memory_mb,memory_model_memory_mb,memory_peak_cpu_memory_mb,overall_mse,overall_rmse,overall_mae,mse,rmse,mae
etth2,ssrnn,CI,OT,1,115296,115296,0,70211.70401573181,2924.3368109067283,2.167598092765139,0.6365435464041573,22.177734375,22.17260228207237,0.4398193359375,2153.5390625,0.19975237548351288,0.4469366669654846,0.34072789549827576,0.19975237548351288,0.4469366669654846,0.34072789549827576
etth2,tcn,CD,,1,8365760,8365760,0,32770.99394798279,2974.299820986661,8.184446529908614,2.8692313602992465,149.21240234375,148.94931585138494,31.912841796875,1572.12890625,0.23502732813358307,0.4847961664199829,0.3885766863822937,0.2822624742984772,0.5312837958335876,0.4277037978172302
etth2,tcn,CI,OT,1,1286528,1286528,0,39600.01540184021,3598.5523787411776,5.26572959591644,4.5523820100007235,36.09765625,36.088272043350166,4.90771484375,1257.90625,0.21459729969501495,0.4632464647293091,0.36243709921836853,0.21459729969501495,0.4632464647293091,0.36243709921836853
etth2,tide,CD,,1,1332733,1332733,0,161454.2407989502,5376.08147462209,26.939220930400648,7.599898747035435,42.16162109375,42.13619243421053,5.083972930908203,2264.5390625,0.12038134038448334,0.3469601571559906,0.24387262761592865,0.2159828096628189,0.46473950147628784,0.3558918535709381
etth2,tide,CI,OT,1,242679,242679,0,106510.24794578552,3548.201243082682,4.549192751526202,4.334017082496926,23.931640625,23.929982707782187,0.9257469177246094,2049.3125,0.20814572274684906,0.45622989535331726,0.3467271625995636,0.20814572274684906,0.45622989535331726,0.3467271625995636
etth2,timemixer,CD,,1,177175,177175,0,37917.84691810608,3446.524208242243,14.72391684850057,5.148070199148996,26.01708984375,25.934323397549715,0.6758689880371094,1906.53125,0.15885624289512634,0.39856773614883423,0.2989444434642792,0.21917739510536194,0.4681638479232788,0.3703629672527313
etth2,timemixer,CI,OT,1,107873,107873,0,80106.68110847473,4710.765558130601,10.383466007625652,1.9420429512306496,21.875,21.87294353505291,0.4115028381347656,1688.45703125,0.16900864243507385,0.4111066162586212,0.31383001804351807,0.16900864243507385,0.4111066162586212,0.31383001804351807
etth2,timesnet,CD,,1,166473888,166473888,0,1237941.4749145508,103002.2184451421,242.35919705541866,80.9061571403786,2564.12060546875,2563.6909025345726,635.0474853515625,2349.31640625,0.14363673329353333,0.3789943754673004,0.27444881200790405,0.2847123146057129,0.5335844159126282,0.4217057228088379
etth2,timesnet,CI,OT,1,302268512,302268512,0,3709605.207681656,184724.620616436,439.4463852798907,149.9238234979135,4665.353515625,4664.8890016267405,1153.0628662109375,1993.37109375,0.21508826315402985,0.4637760818004608,0.35895687341690063,0.21508826315402985,0.4637760818004608,0.35895687341690063
etth2,transformer,CD,,1,4180192,4180192,0,39152.0836353302,3556.736317547885,4.526953447203386,0.8218111815275969,82.15185546875,82.11446566671177,15.9461669921875,1641.7265625,0.17822980880737305,0.4221727252006531,0.32702478766441345,0.26045292615890503,0.5103458762168884,0.39446738362312317
etth2,transformer,CI,OT,1,739360,739360,0,51484.9169254303,3429.5686403910317,4.435843429027201,0.8964626877396195,29.248046875,29.24323829502866,2.8204345703125,1424.8984375,0.23249030113220215,0.48217248916625977,0.381152480840683,0.23249030113220215,0.48217248916625977,0.381152480840683
etth2,tsmixer,CD,,1,22727,22727,0,45975.09002685547,3064.1962687174478,3.42158551801715,0.6219829831804548,22.15380859375,22.12341180098684,0.08669662475585938,1936.62109375,0.11858498305082321,0.34436169266700745,0.2455766499042511,0.20358392596244812,0.45120275020599365,0.34808772802352905
etth2,tsmixer,CI,OT,1,210404,210404,0,49946.96307182312,3566.511137144906,4.411749558654232,1.058905212967484,23.427734375,23.424906182090893,0.8026275634765625,1687.98046875,0.2048431634902954,0.4525960385799408,0.34776362776756287,0.2048431634902954,0.4525960385799408,0.34776362776756287
ettm1,autoformer,CD,,1,671623,671623,0,386343.41621398926,32192.08749135335,94.94339650005986,198.1924091066633,38.3203125,38.28662386323353,2.5620384216308594,3266.22265625,1.1656036376953125,1.0796312093734741,0.7434135675430298,0.04653696343302727,0.21572427451610565,0.16123069822788239
ettm1,autoformer,CI,OT,1,13652993,13652993,0,2757381.9811344147,91890.67992369334,365.60485762451333,348.99922779628207,248.63818359375,248.60625979971095,52.082035064697266,2243.6171875,0.0462493859231472,0.21505670249462128,0.16063788533210754,0.0462493859231472,0.21505670249462128,0.16063788533210754
ettm1,dlinear,CD,,1,18708,18708,0,43795.0918674469,3127.512267657689,2.3169325819279423,0.42475972856794086,19.7265625,19.698391009197362,0.0713653564453125,2549.6796875,0.3371913731098175,0.5806818008422852,0.402927428483963,0.044846151024103165,0.21176910400390625,0.15022018551826477
ettm1,dlinear,CI,OT,1,18630,18630,0,71163.72156143188,4447.063073515892,1.5786688055221416,0.41144922238971116,16.72998046875,16.729514484179944,0.07106781005859375,1501.08203125,0.03829343244433403,0.19568707048892975,0.13901498913764954,0.03829343244433403,0.19568707048892975,0.13901498913764954
ettm1,dssrnn,CD,,1,25920,25920,0,256561.35272979736,11153.916659562485,4.2390757801363526,1.3003349304199219,20.796875,20.795627993641556,0.098876953125,3846.79296875,0.34778425097465515,0.5897323489189148,0.4010300934314728,0.041912298649549484,0.20472493767738342,0.14778472483158112
ettm1,dssrnn,CI,OT,1,370880,370880,0,103020.15113830566,6866.772476832072,13.650629616116563,12.650932584490095,26.43701171875,26.42997450370855,1.414794921875,2961.85546875,0.03794633597135544,0.19479818642139435,0.13823407888412476,0.03794633597135544,0.19479818642139435,0.13823407888412476
ettm1,informer,CD,,1,471559,471559,0,191817.76475906372,14751.270881065955,13.748891864762344,4.773675848584657,32.853515625,32.850234471738226,1.7988548278808594,3815.45703125,0.43919211626052856,0.6627157330513,0.45305731892585754,0.04177328199148178,0.20438513159751892,0.1533978134393692
ettm1,informer,CI,OT,1,333697,333697,0,155227.85329818726,14110.252727161755,12.89569817482535,4.955186756379014,30.16748046875,30.166478649317586,1.2729530334472656,2940.06640625,0.04176778346300125,0.20437167584896088,0.14904960989952087,0.04176778346300125,0.20437167584896088,0.14904960989952087
ettm1,lightts,CD,,1,39672,39672,0,123986.75274848938,4958.757810592651,4.784008812090856,1.054217598655007,22.3203125,22.30934752296588,0.151336669921875,3736.203125,0.3774983584880829,0.6144089698791504,0.41347190737724304,0.03839739412069321,0.19595253467559814,0.14149625599384308
ettm1,lightts,CI,OT,1,39234,39234,0,73300.11296272278,3663.969123363495,4.486378262804441,1.4507600239345007,21.40380859375,21.39858002188318,0.14966583251953125,2875.15625,0.037752021104097366,0.19429878890514374,0.13766026496887207,0.037752021104097366,0.19429878890514374,0.13766026496887207
ettm1,linear,CD,,1,9396,9396,0,78893.01919937134,5634.456362043108,1.1486436566735945,0.16835085842587533,16.794921875,16.793022636584837,0.0358428955078125,2411.16015625,0.3500092923641205,0.5916158556938171,0.41311174631118774,0.04433060437440872,0.21054834127426147,0.14991965889930725
ettm1,linear,CI,OT,1,9318,9318,0,125684.37075614929,5712.203285910867,1.2519602267984837,0.1496853084739195,16.49365234375,16.492952403916195,0.03554534912109375,1369.56640625,0.03807252645492554,0.19512182474136353,0.13896729052066803,0.03807252645492554,0.19512182474136353,0.13896729052066803
ettm1,micn,CD,,1,1194471,1194471,0,162039.03007507324,10797.468773523966,18.647465367955487,5.594431270252574,41.1796875,41.16136101883749,4.556545257568359,3971.93359375,0.36252519488334656,0.602100670337677,0.4151690602302551,0.0404314249753952,0.20107567310333252,0.1469876915216446
ettm1,micn,CI,OT,1,1847649,1847649,0,104681.18619918823,6537.90320456028,18.213343947969808,6.219855376652309,52.28857421875,52.27478123210488,7.048221588134766,2988.328125,0.03798137232661247,0.19488810002803802,0.13707438111305237,0.03798137232661247,0.19488810002803802,0.13707438111305237
ettm1,pyraformer,CD,,1,3514400,3514400,0,844018.0535316467,44414.143323898315,85.12533348326954,88.8802094893022,85.5048828125,85.48569138304669,13.4063720703125,3791.45703125,0.45390111207962036,0.6737218499183655,0.45281943678855896,0.03793409466743469,0.19476677477359772,0.1400204449892044
ettm1,pyraformer,CI,OT,1,474768,474768,0,312431.7696094513,20825.716416041058,78.34252703668352,56.87980992453439,29.28369140625,29.276229309827663,1.81109619140625,2907.78125,0.037347275763750076,0.19325442612171173,0.1363893300294876,0.037347275763750076,0.19325442612171173,0.1363893300294876
ettm1,rnn,CD,,1,4169184,4169184,0,44421.0422039032,4036.187692122026,2.9054078302585946,0.5057464946400035,85.30859375,85.27672195161507,15.9041748046875,3025.4765625,0.41803839802742004,0.6465588808059692,0.45440250635147095,0.046252716332674026,0.21506445109844208,0.15513433516025543
ettm1,rnn,CI,OT,1,10243680,10243680,0,297621.87576293945,9911.433370908102,35.40926853399626,8.724255221230644,177.08349609375,177.05772719990728,39.0765380859375,2137.28125,0.052446722984313965,0.22901248931884766,0.1670467108488083,0.052446722984313965,0.22901248931884766,0.1670467108488083
ettm1,scinet,CD,,1,29800,29800,0,571136.3854408264,51920.32107439908,29.780867408846834,5.164214230458671,21.08984375,21.08742519499731,0.113677978515625,3494.17578125,0.46480894088745117,0.6817689538002014,0.4657065272331238,0.03985058143734932,0.1996261030435562,0.1445772349834442
ettm1,scinet,CI,OT,1,18712,18712,0,257901.11470222473,8592.899672190348,28.983002765848582,5.595105034964425,21.37060546875,21.365529644551703,0.071380615234375,2599.7578125,0.03719070181250572,0.19284890592098236,0.13665466010570526,0.03719070181250572,0.19284890592098236,0.13665466010570526
ettm1,segrnn,CD,,1,1592588,1592588,0,93842.55623817444,5516.533122343176,6.065148381110564,1.6375671733509412,52.0078125,51.989615222011544,6.0752410888671875,3416.5390625,0.3964371383190155,0.6296325325965881,0.4264315962791443,0.04133119061589241,0.20330074429512024,0.14348295331001282
ettm1,segrnn,CI,OT,1,28280,28280,0,126174.53074455261,9011.582033974784,3.068747224410935,0.5671977996826172,20.62841796875,20.62809824932346,0.107879638671875,2551.48828125,0.03706751763820648,0.19252926111221313,0.13606864213943481,0.03706751763820648,0.19252926111221313,0.13606864213943481
ettm1,ssrnn,CD,,1,41312,41312,0,72831.36582374573,6620.516646992077,3.9332859719216846,1.0704097397830508,21.404296875,21.40117650640978,0.1575927734375,3842.453125,0.40047621726989746,0.6328319311141968,0.4204474985599518,0.03986666351556778,0.19966638088226318,0.14432966709136963
ettm1,ssrnn,CI,OT,1,16608,16608,0,93874.6292591095,3128.3679405848184,1.8589231980408674,0.4058565412248884,21.03271484375,21.028025895097077,0.0633544921875,2959.953125,0.037011537700891495,0.19238382577896118,0.1372026801109314,0.037011537700891495,0.19238382577896118,0.1372026801109314
ettm1,tcn,CD,,1,8365760,8365760,0,45648.10347557068,4145.707325501876,6.853312097918925,1.5579376901899065,149.099609375,149.02156083598584,31.912841796875,2948.234375,0.575054943561554,0.7583237886428833,0.5303152203559875,0.06697160005569458,0.25878870487213135,0.19729213416576385
ettm1,tcn,CI,OT,1,1286528,1286528,0,53130.14101982117,3792.7248307636805,5.587723955969001,1.5482987676348006,37.140625,36.656474602070865,4.90771484375,1905.9140625,0.06014478579163551,0.2452443391084671,0.1828307956457138,0.06014478579163551,0.2452443391084671,0.1828307956457138
ettm1,tide,CD,,1,5477144,5477144,0,109283.9503288269,8398.645877838135,26.70966345026183,9.816314492906843,108.005859375,107.95099076060964,20.893646240234375,3728.53125,0.3221490979194641,0.5675817728042603,0.385296493768692,0.04337148368358612,0.20825821161270142,0.1515800505876541
ettm1,tide,CI,OT,1,271213,271213,0,92757.26461410522,3863.1499906380973,5.567802340572417,1.636913844517299,24.95263671875,24.94707303937609,1.0345954895019531,2865.5546875,0.03864428773522377,0.19658149778842926,0.14096856117248535,0.03864428773522377,0.19658149778842926,0.14096856117248535
ettm1,timemixer,CD,,1,62423,62423,0,210397.50385284424,19126.27456404946,9.247858492544767,2.1425769963395704,21.37890625,21.37651127585022,0.23812484741210938,3329.015625,0.5481270551681519,0.7403560280799866,0.5252255797386169,0.05385122075676918,0.23205865919589996,0.17562001943588257
ettm1,timemixer,CI,OT,1,60017,60017,0,46309.74841117859,4209.465980529785,6.79852541488219,2.2085394178118025,21.70654296875,21.700001022578533,0.22894668579101562,2545.23828125,0.04516906291246414,0.21253015100955963,0.15535520017147064,0.04516906291246414,0.21253015100955963,0.15535520017147064
ettm1,timesnet,CD,,1,77082272,77082272,0,3169085.816860199,105508.86677106221,496.50788082502277,140.7901985304696,1199.83984375,1199.6625297399924,294.0455322265625,3839.0234375,0.4318561851978302,0.6571576595306396,0.4752134680747986,0.04187692329287529,0.2046385258436203,0.15261968970298767
ettm1,timesnet,CI,OT,1,48765024,48765024,0,2804804.7046661377,127443.47809661519,73.66643433761529,26.13875515964053,774.19287109375,774.1758029776547,186.0238037109375,2770.4296875,0.038176681846380234,0.1953885406255722,0.13756218552589417,0.038176681846380234,0.1953885406255722,0.13756218552589417
ettm1,transformer,CD,,1,8392224,8392224,0,142608.20245742798,10171.572872570583,3.9475851689547654,0.5055578476792082,149.146484375,149.1400095464098,32.0137939453125,2968.5625,0.488474041223526,0.6989091634750366,0.4996664822101593,0.04728332534432411,0.21744729578495026,0.1609548181295395
ettm1,transformer,CI,OT,1,3150688,3150688,0,192550.09031295776,6408.220203717549,8.700536471756529,2.4617368524724785,69.61083984375,69.60588923576935,12.0189208984375,2102.98828125,0.03864137455821037,0.19657409191131592,0.1478894054889679,0.03864137455821037,0.19657409191131592,0.1478894054889679
ettm1,tsmixer,CD,,1,329109,329109,0,80179.91805076599,4007.9843521118164,5.960304512403399,1.8471734864371163,28.216796875,28.191758528304973,1.2554512023925781,3420.49609375,0.3907172679901123,0.6250737905502319,0.42431527376174927,0.03918486088514328,0.19795165956020355,0.1409880816936493
ettm1,tsmixer,CI,OT,1,210404,210404,0,48273.463010787964,3712.4443971193755,5.359763250301022,1.3474055698939733,23.99755859375,23.990753333606023,0.8026275634765625,2551.2421875,0.03737863153219223,0.19333554804325104,0.13696317374706268,0.03737863153219223,0.19333554804325104,0.13696317374706268
ettm2,autoformer,CD,,1,10028551,10028551,0,2044897.0828056335,75712.08009896455,255.9885573706147,438.9231034687587,194.994140625,194.9502783496643,38.25588607788086,3234.70703125,0.12830103933811188,0.3581913411617279,0.26378870010375977,0.26592519879341125,0.5156793594360352,0.39958450198173523
ettm2,autoformer,CI,OT,1,10062337,9984513,77824,2224487.0562553406,185357.31236139932,60.43220086236703,190.32429664506824,191.52880859375,191.5222075673642,38.384769439697266,2248.72265625,0.26548153162002563,0.5152490139007568,0.400235652923584,0.26548153162002563,0.5152490139007568,0.400235652923584
ettm2,dlinear,CD,,1,18708,18708,0,204791.72492027283,6825.233197212219,1.780043640028038,0.4023619748036796,16.9375,16.936494748435102,0.0713653564453125,2425.8984375,0.07699086517095566,0.27747228741645813,0.20025476813316345,0.11104349046945572,0.3332318961620331,0.24175751209259033
ettm2,dlinear,CI,OT,1,18630,18630,0,108965.98696708679,3631.259298324585,1.8818188214239486,0.40705420754172583,16.94091796875,16.939102997867455,0.07106781005859375,1549.29296875,0.10567660629749298,0.32507938146591187,0.22710998356342316,0.10567660629749298,0.32507938146591187,0.22710998356342316
ettm2,dssrnn,CD,,1,50624,50624,0,54561.5918636322,4196.323266396155,5.798129463118984,1.377241952078683,23.2109375,23.181577697090212,0.193115234375,3875.27734375,0.08243595063686371,0.2871166169643402,0.20489239692687988,0.12372255325317383,0.3517421782016754,0.2542853057384491
ettm2,dssrnn,CI,OT,1,370880,370880,0,317471.8315601349,10579.0332476298,13.411004336800163,9.76624922318892,25.31201171875,25.309844313894356,1.414794921875,3019.55078125,0.10370562225580215,0.3220335841178894,0.22001159191131592,0.10370562225580215,0.3220335841178894,0.22001159191131592
ettm2,informer,CD,,1,1333511,1333511,0,367846.64487838745,26264.718753950936,13.320626871702514,3.964346483213092,49.763671875,49.76106105849946,5.086940765380859,3873.7265625,0.08268753439188004,0.28755441308021545,0.20521280169487,0.12698107957839966,0.3563440442085266,0.25632062554359436
ettm2,informer,CI,OT,1,913281,913281,0,689120.1386451721,49218.17449160985,27.05122658240579,8.88732704547567,38.1689453125,38.16815453260015,3.4838905334472656,2990.4375,0.10127346217632294,0.318234920501709,0.22144119441509247,0.10127346217632294,0.318234920501709,0.22144119441509247
ettm2,lightts,CD,,1,122592,122592,0,111355.86762428284,7952.79724257333,5.398921163618755,1.077275757395893,21.91796875,21.915228847806574,0.4676513671875,3788.19140625,0.0781845897436142,0.2796150743961334,0.19935092329978943,0.11289229989051819,0.3359944820404053,0.2431604564189911
ettm2,lightts,CI,OT,1,118658,118658,0,114657.12094306946,5210.085955533114,5.135534259647778,1.0862567208030007,21.48583984375,21.483553333687514,0.45264434814453125,2927.8828125,0.10120171308517456,0.31812217831611633,0.21804198622703552,0.10120171308517456,0.31812217831611633,0.21804198622703552
ettm2,linear,CD,,1,9396,9396,0,123578.69958877563,5883.806966599964,1.2809371407823755,0.15838102463188522,16.794921875,16.79358284304949,0.0358428955078125,2405.671875,0.07806212455034256,0.2793959975242615,0.20191769301891327,0.11185286939144135,0.3344441056251526,0.24305316805839539
ettm2,linear,CI,OT,1,9318,9318,0,168201.8482685089,5605.720289548238,1.140370997007338,0.1603004035599735,16.49365234375,16.493124244517723,0.03554534912109375,1362.9921875,0.10678278654813766,0.3267763555049896,0.22808654606342316,0.10678278654813766,0.3267763555049896,0.22808654606342316
ettm2,micn,CD,,1,75550823,75550823,0,818830.3596973419,54509.444411595665,249.06396358217037,69.53478710991996,1194.78515625,1194.1416830279231,288.20351791381836,4009.8828125,0.0798925831913948,0.28265276551246643,0.20224110782146454,0.11441189795732498,0.33824828267097473,0.24467405676841736
ettm2,micn,CI,OT,1,4735841,4735841,0,235632.78222084045,13077.728086047702,48.818512598118716,15.187501907348633,97.015625,96.64020659494983,18.065799713134766,3023.39453125,0.09776536375284195,0.31267452239990234,0.2146988809108734,0.09776536375284195,0.31267452239990234,0.2146988809108734
ettm2,pyraformer,CD,,1,224208,224208,0,768824.9118328094,69892.01721278104,29.374747330171566,22.523538781962262,24.3193359375,24.316830384325876,0.85528564453125,3841.828125,0.07943414151668549,0.28184062242507935,0.20057055354118347,0.11946926265954971,0.3456432521343231,0.24934788048267365
ettm2,pyraformer,CI,OT,1,393664,393664,0,1127566.3545131683,43363.32334004916,39.332493086814594,32.78853696420652,27.90283203125,27.902238053619037,1.501708984375,2954.9921875,0.09920745342969894,0.3149721324443817,0.21557839214801788,0.09920745342969894,0.3149721324443817,0.21557839214801788
ettm2,rnn,CD,,1,38308512,38308512,0,301410.2416038513,27379.82049855319,14.31403843530458,3.490465496658185,605.19140625,605.1627921691023,146.1353759765625,2938.1875,0.08790761977434158,0.29649218916893005,0.21978674829006195,0.09742701798677444,0.3121330142021179,0.23523613810539246
ettm2,rnn,CI,OT,1,3350880,3350880,0,107353.22713851929,5110.102505910964,11.570029293203913,3.0548146792820523,71.15771484375,71.14236496606988,12.7825927734375,2134.05078125,0.09397923946380615,0.30656033754348755,0.22840406000614166,0.09397923946380615,0.30656033754348755,0.22840406000614166
ettm2,scinet,CD,,1,56624,56624,0,246180.97472190857,22377.36550244418,95.71249413524339,21.22389418738229,24.8671875,24.67478748958829,0.21600341796875,3462.60546875,0.07924288511276245,0.2815011143684387,0.20043954253196716,0.11611951142549515,0.340763121843338,0.2412830889225006
ettm2,scinet,CI,OT,1,19424,19424,0,616432.5995445251,20523.750925064087,86.55860161906138,23.776020322527206,21.37060546875,21.365431477012436,0.0740966796875,2540.76953125,0.10622015595436096,0.3259143531322479,0.22432966530323029,0.10622015595436096,0.3259143531322479,0.22432966530323029
ettm2,segrnn,CD,,1,106072,106072,0,105354.14099693298,4388.594269752502,6.591223453351964,3.3966217722211565,24.43505859375,24.412231232275307,0.404632568359375,3386.1640625,0.08150400221347809,0.2854890525341034,0.20473644137382507,0.10873722285032272,0.3297532796859741,0.23562856018543243
ettm2,segrnn,CI,OT,1,1591052,1591052,0,108262.60805130005,6363.419378505034,3.6020774676182947,0.6843225671610701,50.47607421875,50.47370886465419,6.0693817138671875,2480.453125,0.09765084087848663,0.31249135732650757,0.21709169447422028,0.09765084087848663,0.31249135732650757,0.21709169447422028
ettm2,ssrnn,CD,,1,115296,115296,0,113727.81562805176,8122.2548314503265,5.4318672142222155,0.992641536467666,21.783203125,21.780472709780366,0.4398193359375,3998.62109375,0.08152247220277786,0.28552141785621643,0.2033141553401947,0.12460286170244217,0.3529913127422333,0.2571119964122772
ettm2,ssrnn,CI,OT,1,41312,41312,0,198602.2572517395,6618.872857093811,1.5164527197091067,0.34639813484401877,19.97802734375,19.97784740841757,0.1575927734375,3014.5546875,0.1035296842455864,0.32176029682159424,0.2198043316602707,0.1035296842455864,0.32176029682159424,0.2198043316602707
ettm2,tcn,CD,,1,8365760,8365760,0,77014.44602012634,6997.290242802013,4.5950837694121835,1.1146593531337352,146.685546875,146.67086594763543,31.912841796875,2741.32421875,0.1338956654071808,0.3659175634384155,0.283235102891922,0.13574916124343872,0.36844152212142944,0.2910057604312897
ettm2,tcn,CI,OT,1,1286528,1286528,0,86833.4481716156,6199.46220942906,3.7272657666887556,1.034231360899199,36.08154296875,36.079681596994085,4.90771484375,1708.1171875,0.1701507866382599,0.41249337792396545,0.3077869415283203,0.1701507866382599,0.41249337792396545,0.3077869415283203
ettm2,tide,CD,,1,689450,689450,0,164501.67536735535,7830.530416397822,24.05797392018446,5.7698573384966165,32.982421875,32.95684803801265,2.6300430297851562,3796.80859375,0.0814243033528328,0.28534942865371704,0.20237742364406586,0.12128368765115738,0.3482580780982971,0.25101950764656067
ettm2,tide,CI,OT,1,5670930,5670930,0,139443.91775131226,4630.836526552836,8.33202877177826,2.9325059482029507,107.302734375,107.21643598999236,21.63288116455078,2920.328125,0.1090068593621254,0.3301618695259094,0.2280673384666443,0.1090068593621254,0.3301618695259094,0.2280673384666443
ettm2,timemixer,CD,,1,140759,140759,0,372266.9336795807,33841.213009574196,18.134064358310017,3.7580466051714136,21.853515625,21.85106575532507,0.5369529724121094,3317.28515625,0.09370829164981842,0.30611810088157654,0.2135450392961502,0.10050221532583237,0.31702083349227905,0.2329505831003189
ettm2,timemixer,CI,OT,1,79049,79049,0,185906.40878677368,12392.210547129313,11.076883824833432,3.046656967303075,20.67919921875,20.678655415024092,0.3015480041503906,2593.98046875,0.09233098477125168,0.3038601279258728,0.2177712619304657,0.09233098477125168,0.3038601279258728,0.2177712619304657
ettm2,timesnet,CD,,1,26415392,26415392,0,2021972.9080200195,168474.33777650198,101.3454484777599,21.424332889941855,432.837890625,430.9056854749651,100.7667236328125,3693.25390625,0.07814479619264603,0.2795439064502716,0.2001730054616928,0.12142743170261383,0.34846439957618713,0.25359177589416504
ettm2,timesnet,CI,OT,1,240920416,240920416,0,22174591.477394104,738634.3774239222,875.165341582363,314.45785181238017,3703.59521484375,3703.4738364875916,919.0384521484375,2677.6015625,0.10581263154745102,0.3252885341644287,0.22356532514095306,0.10581263154745102,0.3252885341644287,0.22356532514095306
ettm2,transformer,CD,,1,4230176,4230176,0,153253.17668914795,11783.665895462036,4.869055086013454,0.6694520285370154,82.43359375,82.42912182667811,16.1368408203125,2897.8046875,0.08406716585159302,0.2899433970451355,0.2133331000804901,0.10228189080953598,0.31981539726257324,0.24510514736175537
ettm2,transformer,CI,OT,1,3942240,3942240,0,291458.47964286804,12134.612619876862,10.868012343798089,2.849268257071119,81.47802734375,81.47518029298585,15.0384521484375,2112.92578125,0.13019904494285583,0.36083105206489563,0.26734212040901184,0.13019904494285583,0.36083105206489563,0.26734212040901184
ettm2,tsmixer,CD,,1,36039,36039,0,56501.52850151062,3766.039244333903,3.827754198776698,0.6382124764578683,22.990234375,22.96289693090096,0.13747787475585938,3384.796875,0.07895226776599884,0.28098446130752563,0.20092692971229553,0.11690894514322281,0.34191951155662537,0.24932628870010376
ettm2,tsmixer,CI,OT,1,59682,59682,0,142492.74063110352,6194.262649701989,3.4712859169385135,0.6814681061910927,20.35693359375,20.356511288912973,0.22766876220703125,2484.12890625,0.10644086450338364,0.3262527585029602,0.22445949912071228,0.10644086450338364,0.3262527585029602,0.22445949912071228
exchange,autoformer,CD,,1,1165064,1155336,9728,144589.13373947144,4803.724058469136,61.05887927706279,199.5696226755778,40.529296875,40.37378859747024,4.444366455078125,1652.9296875,0.05631893128156662,0.2373161017894745,0.17292818427085876,0.06532338261604309,0.25558438897132874,0.1909538358449936
exchange,autoformer,CI,OT,1,5515777,5515777,0,116133.73732566833,7244.037419557571,155.43279974233536,303.11957995096844,115.92333984375,111.23752848307292,21.041019439697266,1448.296875,0.06827163696289062,0.2612884044647217,0.19451728463172913,0.06827163696289062,0.2612884044647217,0.19451728463172913
exchange,dlinear,CD,,1,18728,18728,0,73411.56387329102,2620.822582926069,2.271207657230384,0.4800955454508464,17.4033203125,17.39946185722553,0.071441650390625,1064.2265625,0.11689519137144089,0.34189939498901367,0.2692826986312866,0.1169426292181015,0.34196874499320984,0.271124005317688
exchange,dlinear,CI,OT,1,18630,18630,0,30488.17729949951,2771.2671756744385,1.61354375875625,0.46191612879435223,16.6357421875,16.635184582368826,0.07106781005859375,930.47265625,0.06488204002380371,0.2547195255756378,0.19463108479976654,0.06488204002380371,0.2547195255756378,0.19463108479976654
exchange,dssrnn,CD,,1,50624,50624,0,46856.40811920166,3603.60547212454,5.638599056124348,1.549045244852702,17.4658203125,17.46302764979523,0.193115234375,2106.515625,0.05596371367573738,0.23656651377677917,0.17034105956554413,0.0620899423956871,0.24917852878570557,0.18408408761024475
exchange,dssrnn,CI,OT,1,124608,124608,0,30875.72193145752,2806.3956824215975,2.180780492112559,0.9172161420186361,18.3427734375,18.340408753331932,0.475341796875,1990.80859375,0.06347425282001495,0.2519409656524658,0.18453067541122437,0.06347425282001495,0.2519409656524658,0.18453067541122437
exchange,informer,CD,,1,1072648,1072648,0,52162.39070892334,4739.593787626786,11.66620225082209,4.200637340545654,42.8271484375,42.817446930239896,4.091827392578125,2098.4609375,0.09757526218891144,0.3123703896999359,0.2264929711818695,0.11185342073440552,0.33444494009017944,0.2546490728855133
exchange,informer,CI,OT,1,10270977,10270977,0,103118.319272995,8574.243823687235,33.04283707230179,12.174606323242188,192.6025390625,192.54166114085004,39.180667877197266,1988.96875,0.1364183872938156,0.36934858560562134,0.28531789779663086,0.1364183872938156,0.36934858560562134,0.28531789779663086
exchange,lightts,CD,,1,117704,117704,0,41514.947175979614,3192.2745888049785,6.676319317939954,3.5238067309061685,18.9306640625,18.924666967147434,0.449005126953125,2016.75,0.055804308503866196,0.23622936010360718,0.16940224170684814,0.060704946517944336,0.24638374149799347,0.1834142953157425
exchange,lightts,CI,OT,1,13060,13060,0,40132.87377357483,3647.85174889998,5.9491200612985455,1.2225707372029622,16.5869140625,16.586377007926487,0.0498199462890625,1905.4140625,0.07216042280197144,0.2686269283294678,0.20366135239601135,0.07216042280197144,0.2686269283294678,0.20366135239601135
exchange,linear,CD,,1,9416,9416,0,80986.63377761841,2698.580813407898,1.3819802935721943,0.16835331916809082,16.8388671875,16.83724651572145,0.035919189453125,1034.31640625,0.12568682432174683,0.3545233905315399,0.2810850143432617,0.14609214663505554,0.3822200298309326,0.3146362602710724
exchange,linear,CI,OT,1,9318,9318,0,55813.98344039917,2657.2609628949845,1.4814052211754747,0.17533699671427408,16.4931640625,16.488049309229865,0.03554534912109375,893.58984375,0.061683185398578644,0.2483609914779663,0.18884341418743134,0.061683185398578644,0.2483609914779663,0.18884341418743134
